,NO.,DATE,TIME,TEMPERATURE,RELATIVE-HUMIDITY,DEW-POINT,GPP,DATETIME
5846,5847,03-16-2022,22:45:17,26.6,20.6,2.2,31.0,2022-03-16 22:45:17
5847,5848,03-16-2022,22:46:17,26.5,20.6,2.1,30.8,2022-03-16 22:46:17
5848,5849,03-16-2022,22:47:17,26.5,20.7,2.2,31.0,2022-03-16 22:47:17
5849,5850,03-16-2022,22:48:17,26.5,20.8,2.2,31.1,2022-03-16 22:48:17
5850,5851,03-16-2022,22:49:17,26.5,20.7,2.2,31.0,2022-03-16 22:49:17
5851,5852,03-16-2022,22:50:17,26.5,20.8,2.2,31.1,2022-03-16 22:50:17
5852,5853,03-16-2022,22:51:17,26.5,20.8,2.2,31.1,2022-03-16 22:51:17
5853,5854,03-16-2022,22:52:17,26.5,20.8,2.2,31.1,2022-03-16 22:52:17
5854,5855,03-16-2022,22:53:17,26.4,20.9,2.2,31.1,2022-03-16 22:53:17
5855,5856,03-16-2022,22:54:17,26.4,20.9,2.2,31.1,2022-03-16 22:54:17
5856,5857,03-16-2022,22:55:17,26.5,20.9,2.3,31.3,2022-03-16 22:55:17
5857,5858,03-16-2022,22:56:17,26.5,20.9,2.3,31.3,2022-03-16 22:56:17
5858,5859,03-16-2022,22:57:17,26.5,20.9,2.3,31.3,2022-03-16 22:57:17
5859,5860,03-16-2022,22:58:17,26.5,20.9,2.3,31.3,2022-03-16 22:58:17
5860,5861,03-16-2022,22:59:17,26.5,20.9,2.3,31.3,2022-03-16 22:59:17
5861,5862,03-16-2022,23:00:17,26.5,20.9,2.3,31.3,2022-03-16 23:00:17
5862,5863,03-16-2022,23:01:17,26.6,20.9,2.4,31.4,2022-03-16 23:01:17
5863,5864,03-16-2022,23:02:17,26.5,20.9,2.3,31.3,2022-03-16 23:02:17
5864,5865,03-16-2022,23:03:17,26.6,20.8,2.3,31.3,2022-03-16 23:03:17
5865,5866,03-16-2022,23:04:17,26.6,20.8,2.3,31.3,2022-03-16 23:04:17
5866,5867,03-16-2022,23:05:17,26.7,20.8,2.4,31.5,2022-03-16 23:05:17
5867,5868,03-16-2022,23:06:17,26.7,20.7,2.3,31.3,2022-03-16 23:06:17
5868,5869,03-16-2022,23:07:17,26.7,20.7,2.3,31.3,2022-03-16 23:07:17
5869,5870,03-16-2022,23:08:17,26.8,20.7,2.4,31.5,2022-03-16 23:08:17
5870,5871,03-16-2022,23:09:17,26.8,20.6,2.3,31.4,2022-03-16 23:09:17
5871,5872,03-16-2022,23:10:17,26.9,20.6,2.4,31.6,2022-03-16 23:10:17
5872,5873,03-16-2022,23:11:17,26.9,20.6,2.4,31.6,2022-03-16 23:11:17
5873,5874,03-16-2022,23:12:17,26.9,20.5,2.4,31.4,2022-03-16 23:12:17
5874,5875,03-16-2022,23:13:17,27.0,20.5,2.4,31.6,2022-03-16 23:13:17
5875,5876,03-16-2022,23:14:17,27.0,20.5,2.4,31.6,2022-03-16 23:14:17
5876,5877,03-16-2022,23:15:17,27.1,20.3,2.4,31.5,2022-03-16 23:15:17
5877,5878,03-16-2022,23:16:17,27.1,20.3,2.4,31.5,2022-03-16 23:16:17
5878,5879,03-16-2022,23:17:17,27.1,20.2,2.3,31.3,2022-03-16 23:17:17
5879,5880,03-16-2022,23:18:17,27.1,20.2,2.3,31.3,2022-03-16 23:18:17
5880,5881,03-16-2022,23:19:17,27.2,20.2,2.4,31.5,2022-03-16 23:19:17
5881,5882,03-16-2022,23:20:17,27.2,20.1,2.3,31.3,2022-03-16 23:20:17
5882,5883,03-16-2022,23:21:17,27.3,20.1,2.4,31.5,2022-03-16 23:21:17
5883,5884,03-16-2022,23:22:17,27.3,20.1,2.4,31.5,2022-03-16 23:22:17
5884,5885,03-16-2022,23:23:17,27.3,20.1,2.4,31.5,2022-03-16 23:23:17
5885,5886,03-16-2022,23:24:17,27.3,20.0,2.3,31.4,2022-03-16 23:24:17
5886,5887,03-16-2022,23:25:17,27.4,20.0,2.4,31.5,2022-03-16 23:25:17
5887,5888,03-16-2022,23:26:17,27.4,20.0,2.4,31.5,2022-03-16 23:26:17
5888,5889,03-16-2022,23:27:17,27.4,19.9,2.4,31.4,2022-03-16 23:27:17
5889,5890,03-16-2022,23:28:17,27.4,19.9,2.4,31.4,2022-03-16 23:28:17
5890,5891,03-16-2022,23:29:17,27.5,19.9,2.4,31.6,2022-03-16 23:29:17
5891,5892,03-16-2022,23:30:17,27.5,19.9,2.4,31.6,2022-03-16 23:30:17
5892,5893,03-16-2022,23:31:17,27.5,19.8,2.4,31.4,2022-03-16 23:31:17
5893,5894,03-16-2022,23:32:17,27.5,19.8,2.4,31.4,2022-03-16 23:32:17
5894,5895,03-16-2022,23:33:17,27.5,19.8,2.4,31.4,2022-03-16 23:33:17
5895,5896,03-16-2022,23:34:17,27.5,19.7,2.3,31.2,2022-03-16 23:34:17
5896,5897,03-16-2022,23:35:17,27.5,19.8,2.4,31.4,2022-03-16 23:35:17
5897,5898,03-16-2022,23:36:17,27.4,19.8,2.3,31.2,2022-03-16 23:36:17
5898,5899,03-16-2022,23:37:17,27.4,19.8,2.3,31.2,2022-03-16 23:37:17
5899,5900,03-16-2022,23:38:17,27.4,19.8,2.3,31.2,2022-03-16 23:38:17
5900,5901,03-16-2022,23:39:17,27.4,19.8,2.3,31.2,2022-03-16 23:39:17
5901,5902,03-16-2022,23:40:17,27.3,19.8,2.2,31.0,2022-03-16 23:40:17
5902,5903,03-16-2022,23:41:17,27.3,19.8,2.2,31.0,2022-03-16 23:41:17
5903,5904,03-16-2022,23:42:17,27.3,19.9,2.3,31.2,2022-03-16 23:42:17
5904,5905,03-16-2022,23:43:17,27.2,19.9,2.2,31.0,2022-03-16 23:43:17
5905,5906,03-16-2022,23:44:17,27.2,19.9,2.2,31.0,2022-03-16 23:44:17
5906,5907,03-16-2022,23:45:17,27.2,20.0,2.3,31.2,2022-03-16 23:45:17
5907,5908,03-16-2022,23:46:17,27.2,20.0,2.3,31.2,2022-03-16 23:46:17
5908,5909,03-16-2022,23:47:17,27.1,20.1,2.2,31.1,2022-03-16 23:47:17
5909,5910,03-16-2022,23:48:17,27.1,20.1,2.2,31.1,2022-03-16 23:48:17
5910,5911,03-16-2022,23:49:17,27.1,20.1,2.2,31.1,2022-03-16 23:49:17
5911,5912,03-16-2022,23:50:17,27.0,20.1,2.2,31.0,2022-03-16 23:50:17
5912,5913,03-16-2022,23:51:17,27.0,20.2,2.2,31.1,2022-03-16 23:51:17
5913,5914,03-16-2022,23:52:17,27.0,20.2,2.2,31.1,2022-03-16 23:52:17
5914,5915,03-16-2022,23:53:17,26.9,20.2,2.2,30.9,2022-03-16 23:53:17
5915,5916,03-16-2022,23:54:17,26.9,20.3,2.2,31.1,2022-03-16 23:54:17
5916,5917,03-16-2022,23:55:17,26.9,20.3,2.2,31.1,2022-03-16 23:55:17
5917,5918,03-16-2022,23:56:17,26.9,20.4,2.3,31.2,2022-03-16 23:56:17
5918,5919,03-16-2022,23:57:17,26.8,20.3,2.1,30.9,2022-03-16 23:57:17
5919,5920,03-16-2022,23:58:17,26.8,20.4,2.2,31.1,2022-03-16 23:58:17
5920,5921,03-16-2022,23:59:17,26.8,20.4,2.2,31.1,2022-03-16 23:59:17
5921,5922,03-17-2022,00:00:17,26.8,20.5,2.3,31.2,2022-03-17 00:00:17
5922,5923,03-17-2022,00:01:17,26.7,20.5,2.2,31.0,2022-03-17 00:01:17
5923,5924,03-17-2022,00:02:17,26.7,20.5,2.2,31.0,2022-03-17 00:02:17
5924,5925,03-17-2022,00:03:17,26.7,20.6,2.3,31.2,2022-03-17 00:03:17
5925,5926,03-17-2022,00:04:17,26.7,20.6,2.3,31.2,2022-03-17 00:04:17
5926,5927,03-17-2022,00:05:17,26.7,20.6,2.3,31.2,2022-03-17 00:05:17
5927,5928,03-17-2022,00:06:17,26.6,20.6,2.2,31.0,2022-03-17 00:06:17
5928,5929,03-17-2022,00:07:17,26.6,20.7,2.2,31.1,2022-03-17 00:07:17
5929,5930,03-17-2022,00:08:17,26.6,20.7,2.2,31.1,2022-03-17 00:08:17
5930,5931,03-17-2022,00:09:17,26.5,20.7,2.2,31.0,2022-03-17 00:09:17
5931,5932,03-17-2022,00:10:17,26.5,20.7,2.2,31.0,2022-03-17 00:10:17
5932,5933,03-17-2022,00:11:17,26.5,20.8,2.2,31.1,2022-03-17 00:11:17
5933,5934,03-17-2022,00:12:17,26.5,20.8,2.2,31.1,2022-03-17 00:12:17
5934,5935,03-17-2022,00:13:17,26.5,20.8,2.2,31.1,2022-03-17 00:13:17
5935,5936,03-17-2022,00:14:17,26.5,20.9,2.3,31.3,2022-03-17 00:14:17
5936,5937,03-17-2022,00:15:17,26.5,20.9,2.3,31.3,2022-03-17 00:15:17
5937,5938,03-17-2022,00:16:17,26.5,20.9,2.3,31.3,2022-03-17 00:16:17
5938,5939,03-17-2022,00:17:17,26.5,20.9,2.3,31.3,2022-03-17 00:17:17
5939,5940,03-17-2022,00:18:17,26.5,21.0,2.4,31.4,2022-03-17 00:18:17
5940,5941,03-17-2022,00:19:17,26.5,21.0,2.4,31.4,2022-03-17 00:19:17
5941,5942,03-17-2022,00:20:17,26.5,20.9,2.3,31.3,2022-03-17 00:20:17
5942,5943,03-17-2022,00:21:17,26.5,21.0,2.4,31.4,2022-03-17 00:21:17
5943,5944,03-17-2022,00:22:17,26.5,21.0,2.4,31.4,2022-03-17 00:22:17
5944,5945,03-17-2022,00:23:17,26.6,20.9,2.4,31.4,2022-03-17 00:23:17
5945,5946,03-17-2022,00:24:17,26.6,21.0,2.4,31.6,2022-03-17 00:24:17
5946,5947,03-17-2022,00:25:17,26.7,20.9,2.5,31.6,2022-03-17 00:25:17
5947,5948,03-17-2022,00:26:17,26.7,20.9,2.5,31.6,2022-03-17 00:26:17
5948,5949,03-17-2022,00:27:17,26.7,20.9,2.5,31.6,2022-03-17 00:27:17
5949,5950,03-17-2022,00:28:17,26.7,20.8,2.4,31.5,2022-03-17 00:28:17
5950,5951,03-17-2022,00:29:17,26.8,20.8,2.5,31.7,2022-03-17 00:29:17
5951,5952,03-17-2022,00:30:17,26.8,20.8,2.5,31.7,2022-03-17 00:30:17
5952,5953,03-17-2022,00:31:17,26.9,20.7,2.5,31.7,2022-03-17 00:31:17
5953,5954,03-17-2022,00:32:17,26.9,20.7,2.5,31.7,2022-03-17 00:32:17
5954,5955,03-17-2022,00:33:17,27.0,20.6,2.5,31.7,2022-03-17 00:33:17
5955,5956,03-17-2022,00:34:17,27.0,20.7,2.6,31.9,2022-03-17 00:34:17
5956,5957,03-17-2022,00:35:17,27.1,20.6,2.6,31.9,2022-03-17 00:35:17
5957,5958,03-17-2022,00:36:17,27.1,20.5,2.5,31.8,2022-03-17 00:36:17
5958,5959,03-17-2022,00:37:17,27.1,20.5,2.5,31.8,2022-03-17 00:37:17
5959,5960,03-17-2022,00:38:17,27.2,20.5,2.6,32.0,2022-03-17 00:38:17
5960,5961,03-17-2022,00:39:17,27.2,20.5,2.6,32.0,2022-03-17 00:39:17
5961,5962,03-17-2022,00:40:17,27.3,20.4,2.6,32.0,2022-03-17 00:40:17
5962,5963,03-17-2022,00:41:17,27.3,20.4,2.6,32.0,2022-03-17 00:41:17
5963,5964,03-17-2022,00:42:17,27.3,20.3,2.6,31.8,2022-03-17 00:42:17
5964,5965,03-17-2022,00:43:17,27.4,20.3,2.6,32.0,2022-03-17 00:43:17
5965,5966,03-17-2022,00:44:17,27.4,20.3,2.6,32.0,2022-03-17 00:44:17
5966,5967,03-17-2022,00:45:17,27.4,20.3,2.6,32.0,2022-03-17 00:45:17
5967,5968,03-17-2022,00:46:17,27.5,20.3,2.7,32.2,2022-03-17 00:46:17
5968,5969,03-17-2022,00:47:17,27.5,20.2,2.6,32.0,2022-03-17 00:47:17
5969,5970,03-17-2022,00:48:17,27.5,20.2,2.6,32.0,2022-03-17 00:48:17
5970,5971,03-17-2022,00:49:17,27.5,20.2,2.6,32.0,2022-03-17 00:49:17
5971,5972,03-17-2022,00:50:17,27.6,20.2,2.7,32.2,2022-03-17 00:50:17
5972,5973,03-17-2022,00:51:17,27.6,20.1,2.7,32.1,2022-03-17 00:51:17
5973,5974,03-17-2022,00:52:17,27.7,20.1,2.7,32.3,2022-03-17 00:52:17
5974,5975,03-17-2022,00:53:17,27.7,20.1,2.7,32.3,2022-03-17 00:53:17
5975,5976,03-17-2022,00:54:17,27.7,20.1,2.7,32.3,2022-03-17 00:54:17
5976,5977,03-17-2022,00:55:17,27.7,20.1,2.7,32.3,2022-03-17 00:55:17
5977,5978,03-17-2022,00:56:17,27.7,20.0,2.7,32.1,2022-03-17 00:56:17
5978,5979,03-17-2022,00:57:17,27.8,20.0,2.8,32.3,2022-03-17 00:57:17
5979,5980,03-17-2022,00:58:17,27.8,20.0,2.8,32.3,2022-03-17 00:58:17
5980,5981,03-17-2022,00:59:17,27.8,19.9,2.7,32.1,2022-03-17 00:59:17
5981,5982,03-17-2022,01:00:17,27.9,20.0,2.8,32.5,2022-03-17 01:00:17
5982,5983,03-17-2022,01:01:17,27.9,19.9,2.8,32.3,2022-03-17 01:01:17
5983,5984,03-17-2022,01:02:17,27.9,19.9,2.8,32.3,2022-03-17 01:02:17
5984,5985,03-17-2022,01:03:17,27.9,19.9,2.8,32.3,2022-03-17 01:03:17
5985,5986,03-17-2022,01:04:17,27.9,19.9,2.8,32.3,2022-03-17 01:04:17
5986,5987,03-17-2022,01:05:17,28.0,19.8,2.8,32.3,2022-03-17 01:05:17
5987,5988,03-17-2022,01:06:17,27.9,19.8,2.7,32.2,2022-03-17 01:06:17
5988,5989,03-17-2022,01:07:17,27.9,19.8,2.7,32.2,2022-03-17 01:07:17
5989,5990,03-17-2022,01:08:17,27.9,19.7,2.6,32.0,2022-03-17 01:08:17
5990,5991,03-17-2022,01:09:17,27.9,19.8,2.7,32.2,2022-03-17 01:09:17
5991,5992,03-17-2022,01:10:17,27.9,19.8,2.7,32.2,2022-03-17 01:10:17
5992,5993,03-17-2022,01:11:17,27.9,19.8,2.7,32.2,2022-03-17 01:11:17
5993,5994,03-17-2022,01:12:17,27.9,19.8,2.7,32.2,2022-03-17 01:12:17
5994,5995,03-17-2022,01:13:17,27.8,19.9,2.7,32.1,2022-03-17 01:13:17
5995,5996,03-17-2022,01:14:17,27.8,19.8,2.6,32.0,2022-03-17 01:14:17
5996,5997,03-17-2022,01:15:17,27.8,19.9,2.7,32.1,2022-03-17 01:15:17
5997,5998,03-17-2022,01:16:17,27.7,19.9,2.6,31.9,2022-03-17 01:16:17
5998,5999,03-17-2022,01:17:17,27.7,19.9,2.6,31.9,2022-03-17 01:17:17
5999,6000,03-17-2022,01:18:17,27.7,20.0,2.7,32.1,2022-03-17 01:18:17
6000,6001,03-17-2022,01:19:17,27.6,20.0,2.6,31.9,2022-03-17 01:19:17
6001,6002,03-17-2022,01:20:17,27.6,20.0,2.6,31.9,2022-03-17 01:20:17
6002,6003,03-17-2022,01:21:17,27.6,20.1,2.7,32.1,2022-03-17 01:21:17
6003,6004,03-17-2022,01:22:17,27.5,20.2,2.6,32.0,2022-03-17 01:22:17
6004,6005,03-17-2022,01:23:17,27.5,20.1,2.6,31.9,2022-03-17 01:23:17
6005,6006,03-17-2022,01:24:17,27.4,20.2,2.6,31.9,2022-03-17 01:24:17
6006,6007,03-17-2022,01:25:17,27.4,20.2,2.6,31.9,2022-03-17 01:25:17
6007,6008,03-17-2022,01:26:17,27.4,20.3,2.6,32.0,2022-03-17 01:26:17
6008,6009,03-17-2022,01:27:17,27.3,20.3,2.6,31.8,2022-03-17 01:27:17
6009,6010,03-17-2022,01:28:17,27.3,20.4,2.6,32.0,2022-03-17 01:28:17
6010,6011,03-17-2022,01:29:17,27.3,20.4,2.6,32.0,2022-03-17 01:29:17
6011,6012,03-17-2022,01:30:17,27.3,20.5,2.7,32.1,2022-03-17 01:30:17
6012,6013,03-17-2022,01:31:17,27.2,20.5,2.6,32.0,2022-03-17 01:31:17
6013,6014,03-17-2022,01:32:17,27.2,20.6,2.7,32.1,2022-03-17 01:32:17
6014,6015,03-17-2022,01:33:17,27.1,20.6,2.6,31.9,2022-03-17 01:33:17
6015,6016,03-17-2022,01:34:17,27.1,20.7,2.7,32.1,2022-03-17 01:34:17
6016,6017,03-17-2022,01:35:17,27.1,20.7,2.7,32.1,2022-03-17 01:35:17
6017,6018,03-17-2022,01:36:17,27.1,20.8,2.7,32.2,2022-03-17 01:36:17
6018,6019,03-17-2022,01:37:17,27.0,20.8,2.6,32.0,2022-03-17 01:37:17
6019,6020,03-17-2022,01:38:17,27.0,20.8,2.6,32.0,2022-03-17 01:38:17
6020,6021,03-17-2022,01:39:17,27.0,20.9,2.7,32.2,2022-03-17 01:39:17
6021,6022,03-17-2022,01:40:17,27.0,21.0,2.8,32.4,2022-03-17 01:40:17
6022,6023,03-17-2022,01:41:17,26.9,21.0,2.7,32.2,2022-03-17 01:41:17
6023,6024,03-17-2022,01:42:17,27.0,21.1,2.8,32.5,2022-03-17 01:42:17
6024,6025,03-17-2022,01:43:17,26.9,21.2,2.8,32.5,2022-03-17 01:43:17
6025,6026,03-17-2022,01:44:17,26.9,21.3,2.9,32.6,2022-03-17 01:44:17
6026,6027,03-17-2022,01:45:17,26.9,21.4,3.0,32.8,2022-03-17 01:45:17
6027,6028,03-17-2022,01:46:17,26.9,21.5,3.0,32.9,2022-03-17 01:46:17
6028,6029,03-17-2022,01:47:17,26.9,21.5,3.0,32.9,2022-03-17 01:47:17
6029,6030,03-17-2022,01:48:17,26.8,21.6,3.0,32.9,2022-03-17 01:48:17
6030,6031,03-17-2022,01:49:17,26.8,21.7,3.1,33.1,2022-03-17 01:49:17
6031,6032,03-17-2022,01:50:17,26.8,21.7,3.1,33.1,2022-03-17 01:50:17
6032,6033,03-17-2022,01:51:17,26.8,21.6,3.0,32.9,2022-03-17 01:51:17
6033,6034,03-17-2022,01:52:17,26.8,21.7,3.1,33.1,2022-03-17 01:52:17
6034,6035,03-17-2022,01:53:17,26.7,21.7,3.0,32.9,2022-03-17 01:53:17
6035,6036,03-17-2022,01:54:17,26.7,21.8,3.1,33.0,2022-03-17 01:54:17
6036,6037,03-17-2022,01:55:17,26.7,21.8,3.1,33.0,2022-03-17 01:55:17
6037,6038,03-17-2022,01:56:17,26.7,21.8,3.1,33.0,2022-03-17 01:56:17
6038,6039,03-17-2022,01:57:17,26.7,21.8,3.1,33.0,2022-03-17 01:57:17
6039,6040,03-17-2022,01:58:17,26.7,21.8,3.1,33.0,2022-03-17 01:58:17
6040,6041,03-17-2022,01:59:17,26.7,21.8,3.1,33.0,2022-03-17 01:59:17
6041,6042,03-17-2022,02:00:17,26.7,21.9,3.1,33.2,2022-03-17 02:00:17
6042,6043,03-17-2022,02:01:17,26.7,21.9,3.1,33.2,2022-03-17 02:01:17
6043,6044,03-17-2022,02:02:17,26.7,21.9,3.1,33.2,2022-03-17 02:02:17
6044,6045,03-17-2022,02:03:17,26.6,21.9,3.0,33.0,2022-03-17 02:03:17
6045,6046,03-17-2022,02:04:17,26.6,22.1,3.2,33.3,2022-03-17 02:04:17
6046,6047,03-17-2022,02:05:17,26.6,22.0,3.1,33.1,2022-03-17 02:05:17
6047,6048,03-17-2022,02:06:17,26.6,22.1,3.2,33.3,2022-03-17 02:06:17
6048,6049,03-17-2022,02:07:17,26.5,22.1,3.1,33.1,2022-03-17 02:07:17
6049,6050,03-17-2022,02:08:17,26.6,22.1,3.2,33.3,2022-03-17 02:08:17
6050,6051,03-17-2022,02:09:17,26.5,22.2,3.1,33.2,2022-03-17 02:09:17
6051,6052,03-17-2022,02:10:17,26.5,22.2,3.1,33.2,2022-03-17 02:10:17
6052,6053,03-17-2022,02:11:17,26.5,22.3,3.2,33.4,2022-03-17 02:11:17
6053,6054,03-17-2022,02:12:17,26.5,22.3,3.2,33.4,2022-03-17 02:12:17
6054,6055,03-17-2022,02:13:17,26.5,22.4,3.3,33.5,2022-03-17 02:13:17
6055,6056,03-17-2022,02:14:17,26.5,22.4,3.3,33.5,2022-03-17 02:14:17
6056,6057,03-17-2022,02:15:17,26.5,22.6,3.4,33.8,2022-03-17 02:15:17
6057,6058,03-17-2022,02:16:17,26.5,22.7,3.5,34.0,2022-03-17 02:16:17
6058,6059,03-17-2022,02:17:17,26.4,22.7,3.4,33.8,2022-03-17 02:17:17
6059,6060,03-17-2022,02:18:17,26.4,22.8,3.4,33.9,2022-03-17 02:18:17
6060,6061,03-17-2022,02:19:17,26.4,22.9,3.5,34.1,2022-03-17 02:19:17
6061,6062,03-17-2022,02:20:17,26.4,23.0,3.6,34.2,2022-03-17 02:20:17
6062,6063,03-17-2022,02:21:17,26.4,23.0,3.6,34.2,2022-03-17 02:21:17
6063,6064,03-17-2022,02:22:17,26.4,23.2,3.7,34.5,2022-03-17 02:22:17
6064,6065,03-17-2022,02:23:17,26.4,23.1,3.6,34.4,2022-03-17 02:23:17
6065,6066,03-17-2022,02:24:17,26.4,23.1,3.6,34.4,2022-03-17 02:24:17
6066,6067,03-17-2022,02:25:17,26.4,23.1,3.6,34.4,2022-03-17 02:25:17
6067,6068,03-17-2022,02:26:17,26.3,23.2,3.6,34.3,2022-03-17 02:26:17
6068,6069,03-17-2022,02:27:17,26.3,23.2,3.6,34.3,2022-03-17 02:27:17
6069,6070,03-17-2022,02:28:17,26.3,23.1,3.5,34.2,2022-03-17 02:28:17
6070,6071,03-17-2022,02:29:17,26.3,23.2,3.6,34.3,2022-03-17 02:29:17
6071,6072,03-17-2022,02:30:17,26.4,23.2,3.7,34.5,2022-03-17 02:30:17
6072,6073,03-17-2022,02:31:17,26.4,23.2,3.7,34.5,2022-03-17 02:31:17
6073,6074,03-17-2022,02:32:17,26.4,23.2,3.7,34.5,2022-03-17 02:32:17
6074,6075,03-17-2022,02:33:17,26.4,23.2,3.7,34.5,2022-03-17 02:33:17
6075,6076,03-17-2022,02:34:17,26.4,23.3,3.8,34.7,2022-03-17 02:34:17
6076,6077,03-17-2022,02:35:17,26.4,23.3,3.8,34.7,2022-03-17 02:35:17
6077,6078,03-17-2022,02:36:17,26.5,23.2,3.8,34.7,2022-03-17 02:36:17
6078,6079,03-17-2022,02:37:17,26.5,23.2,3.8,34.7,2022-03-17 02:37:17
6079,6080,03-17-2022,02:38:17,26.5,23.2,3.8,34.7,2022-03-17 02:38:17
6080,6081,03-17-2022,02:39:17,26.6,23.2,3.9,34.9,2022-03-17 02:39:17
6081,6082,03-17-2022,02:40:17,26.6,23.2,3.9,34.9,2022-03-17 02:40:17
6082,6083,03-17-2022,02:41:17,26.7,23.2,3.9,35.2,2022-03-17 02:41:17
6083,6084,03-17-2022,02:42:17,26.7,23.2,3.9,35.2,2022-03-17 02:42:17
6084,6085,03-17-2022,02:43:17,26.7,23.2,3.9,35.2,2022-03-17 02:43:17
6085,6086,03-17-2022,02:44:17,26.7,23.1,3.9,35.0,2022-03-17 02:44:17
6086,6087,03-17-2022,02:45:17,26.8,23.1,4.0,35.2,2022-03-17 02:45:17
6087,6088,03-17-2022,02:46:17,26.8,23.1,4.0,35.2,2022-03-17 02:46:17
6088,6089,03-17-2022,02:47:17,26.9,23.1,4.0,35.4,2022-03-17 02:47:17
6089,6090,03-17-2022,02:48:17,26.9,23.1,4.0,35.4,2022-03-17 02:48:17
6090,6091,03-17-2022,02:49:17,26.9,23.1,4.0,35.4,2022-03-17 02:49:17
6091,6092,03-17-2022,02:50:17,26.9,23.1,4.0,35.4,2022-03-17 02:50:17
6092,6093,03-17-2022,02:51:17,27.0,23.2,4.2,35.8,2022-03-17 02:51:17
6093,6094,03-17-2022,02:52:17,27.0,23.3,4.3,35.9,2022-03-17 02:52:17
6094,6095,03-17-2022,02:53:17,27.0,23.3,4.3,35.9,2022-03-17 02:53:17
6095,6096,03-17-2022,02:54:17,27.0,23.4,4.3,36.1,2022-03-17 02:54:17
6096,6097,03-17-2022,02:55:17,27.0,23.4,4.3,36.1,2022-03-17 02:55:17
6097,6098,03-17-2022,02:56:17,27.0,23.4,4.3,36.1,2022-03-17 02:56:17
6098,6099,03-17-2022,02:57:17,27.0,23.4,4.3,36.1,2022-03-17 02:57:17
6099,6100,03-17-2022,02:58:17,27.0,23.5,4.4,36.2,2022-03-17 02:58:17
6100,6101,03-17-2022,02:59:17,27.0,23.5,4.4,36.2,2022-03-17 02:59:17
6101,6102,03-17-2022,03:00:17,27.0,23.5,4.4,36.2,2022-03-17 03:00:17
6102,6103,03-17-2022,03:01:17,27.0,23.5,4.4,36.2,2022-03-17 03:01:17
6103,6104,03-17-2022,03:02:17,26.9,23.5,4.3,36.0,2022-03-17 03:02:17
6104,6105,03-17-2022,03:03:17,26.9,23.5,4.3,36.0,2022-03-17 03:03:17
6105,6106,03-17-2022,03:04:17,26.9,23.5,4.3,36.0,2022-03-17 03:04:17
6106,6107,03-17-2022,03:05:17,26.9,23.6,4.4,36.2,2022-03-17 03:05:17
6107,6108,03-17-2022,03:06:17,26.9,23.5,4.3,36.0,2022-03-17 03:06:17
6108,6109,03-17-2022,03:07:17,26.9,23.6,4.4,36.2,2022-03-17 03:07:17
6109,6110,03-17-2022,03:08:17,26.8,23.6,4.3,36.0,2022-03-17 03:08:17
6110,6111,03-17-2022,03:09:17,26.8,23.7,4.3,36.1,2022-03-17 03:09:17
6111,6112,03-17-2022,03:10:17,26.8,23.7,4.3,36.1,2022-03-17 03:10:17
6112,6113,03-17-2022,03:11:17,26.8,23.7,4.3,36.1,2022-03-17 03:11:17
6113,6114,03-17-2022,03:12:17,26.8,23.7,4.3,36.1,2022-03-17 03:12:17
6114,6115,03-17-2022,03:13:17,26.7,23.6,4.2,35.8,2022-03-17 03:13:17
6115,6116,03-17-2022,03:14:17,26.7,23.7,4.2,35.9,2022-03-17 03:14:17
6116,6117,03-17-2022,03:15:17,26.7,23.8,4.3,36.1,2022-03-17 03:15:17
6117,6118,03-17-2022,03:16:17,26.7,23.8,4.3,36.1,2022-03-17 03:16:17
6118,6119,03-17-2022,03:17:17,26.7,23.8,4.3,36.1,2022-03-17 03:17:17
6119,6120,03-17-2022,03:18:17,26.7,23.8,4.3,36.1,2022-03-17 03:18:17
6120,6121,03-17-2022,03:19:17,26.6,23.9,4.3,36.0,2022-03-17 03:19:17
6121,6122,03-17-2022,03:20:17,26.6,23.9,4.3,36.0,2022-03-17 03:20:17
6122,6123,03-17-2022,03:21:17,26.6,24.1,4.4,36.3,2022-03-17 03:21:17
6123,6124,03-17-2022,03:22:17,26.6,24.2,4.5,36.5,2022-03-17 03:22:17
6124,6125,03-17-2022,03:23:17,26.5,24.2,4.4,36.2,2022-03-17 03:23:17
6125,6126,03-17-2022,03:24:17,26.5,24.3,4.4,36.4,2022-03-17 03:24:17
6126,6127,03-17-2022,03:25:17,26.5,24.3,4.4,36.4,2022-03-17 03:25:17
6127,6128,03-17-2022,03:26:17,26.5,24.4,4.5,36.6,2022-03-17 03:26:17
6128,6129,03-17-2022,03:27:17,26.5,24.5,4.5,36.7,2022-03-17 03:27:17
6129,6130,03-17-2022,03:28:17,26.5,24.5,4.5,36.7,2022-03-17 03:28:17
6130,6131,03-17-2022,03:29:17,26.5,24.5,4.5,36.7,2022-03-17 03:29:17
6131,6132,03-17-2022,03:30:17,26.5,24.5,4.5,36.7,2022-03-17 03:30:17
6132,6133,03-17-2022,03:31:17,26.5,24.5,4.5,36.7,2022-03-17 03:31:17
6133,6134,03-17-2022,03:32:17,26.5,24.5,4.5,36.7,2022-03-17 03:32:17
6134,6135,03-17-2022,03:33:17,26.5,24.5,4.5,36.7,2022-03-17 03:33:17
6135,6136,03-17-2022,03:34:17,26.5,24.5,4.5,36.7,2022-03-17 03:34:17
